image_path,video_id,label,category
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/original/973/frame_000113.jpg,mini_973,0.0,Celeb-real
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/original/818/frame_000099.jpg,mini_818,0.0,YouTube-real
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/original/805/frame_000032.jpg,mini_805,0.0,Celeb-real
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/original/431/frame_000526.jpg,mini_431,0.0,YouTube-real
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/original/033/frame_000005.jpg,mini_033,0.0,Celeb-real
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/original/020/frame_000305.jpg,mini_020,0.0,YouTube-real
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/original/887/frame_000163.jpg,mini_887,0.0,Celeb-real
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/original/230/frame_000005.jpg,mini_230,0.0,YouTube-real
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/original/020/frame_000044.jpg,mini_020,0.0,Celeb-real
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/original/513/frame_000121.jpg,mini_513,0.0,YouTube-real
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/original/244/frame_000212.jpg,mini_244,0.0,Celeb-real
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/original/907/frame_000111.jpg,mini_907,0.0,YouTube-real
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/original/538/frame_000226.jpg,mini_538,0.0,Celeb-real
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/original/945/frame_000729.jpg,mini_945,0.0,YouTube-real
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/original/575/frame_000230.jpg,mini_575,0.0,Celeb-real
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/original/907/frame_000164.jpg,mini_907,0.0,YouTube-real
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/original/932/frame_000053.jpg,mini_932,0.0,Celeb-real
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/original/808/frame_000631.jpg,mini_808,0.0,YouTube-real
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/original/610/frame_000018.jpg,mini_610,0.0,Celeb-real
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/original/354/frame_000005.jpg,mini_354,0.0,YouTube-real
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/original/801/frame_000064.jpg,mini_801,0.0,Celeb-real
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/original/928/frame_000017.jpg,mini_928,0.0,YouTube-real
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/original/853/frame_000297.jpg,mini_853,0.0,Celeb-real
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/original/558/frame_000402.jpg,mini_558,0.0,YouTube-real
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/original/058/frame_000322.jpg,mini_058,0.0,Celeb-real
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/original/086/frame_000737.jpg,mini_086,0.0,YouTube-real
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/original/405/frame_000399.jpg,mini_405,0.0,Celeb-real
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/original/539/frame_000192.jpg,mini_539,0.0,YouTube-real
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/original/348/frame_000296.jpg,mini_348,0.0,Celeb-real
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/original/290/frame_000132.jpg,mini_290,0.0,YouTube-real
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/original/864/frame_000135.jpg,mini_864,0.0,Celeb-real
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/original/460/frame_000156.jpg,mini_460,0.0,YouTube-real
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/original/553/frame_000090.jpg,mini_553,0.0,Celeb-real
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/original/161/frame_000288.jpg,mini_161,0.0,YouTube-real
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/original/903/frame_000465.jpg,mini_903,0.0,Celeb-real
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/original/400/frame_000339.jpg,mini_400,0.0,YouTube-real
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/original/964/frame_000005.jpg,mini_964,0.0,Celeb-real
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/original/941/frame_000388.jpg,mini_941,0.0,YouTube-real
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/original/531/frame_000196.jpg,mini_531,0.0,Celeb-real
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/original/172/frame_000592.jpg,mini_172,0.0,YouTube-real
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/original/277/frame_000334.jpg,mini_277,0.0,Celeb-real
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/original/013/frame_000259.jpg,mini_013,0.0,YouTube-real
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/original/701/frame_000307.jpg,mini_701,0.0,Celeb-real
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/original/058/frame_000277.jpg,mini_058,0.0,YouTube-real
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/original/362/frame_000372.jpg,mini_362,0.0,Celeb-real
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/original/848/frame_000317.jpg,mini_848,0.0,YouTube-real
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/original/871/frame_000249.jpg,mini_871,0.0,Celeb-real
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/original/700/frame_000304.jpg,mini_700,0.0,YouTube-real
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/original/833/frame_000431.jpg,mini_833,0.0,Celeb-real
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/original/579/frame_000453.jpg,mini_579,0.0,YouTube-real
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/original/566/frame_000176.jpg,mini_566,0.0,Celeb-real
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/FaceSwap/737_719/frame_000017.jpg,mini_737_719,1.0,Celeb-synthesis
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/Face2Face/475_265/frame_000415.jpg,mini_475_265,1.0,Celeb-synthesis
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/Face2Face/828_830/frame_000280.jpg,mini_828_830,1.0,Celeb-synthesis
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/Deepfakes/564_971/frame_000620.jpg,mini_564_971,1.0,Celeb-synthesis
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/Deepfakes/728_673/frame_000408.jpg,mini_728_673,1.0,Celeb-synthesis
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/Face2Face/946_049/frame_000113.jpg,mini_946_049,1.0,Celeb-synthesis
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/FaceSwap/055_147/frame_000242.jpg,mini_055_147,1.0,Celeb-synthesis
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/FaceSwap/488_399/frame_000389.jpg,mini_488_399,1.0,Celeb-synthesis
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/NeuralTextures/966_988/frame_000199.jpg,mini_966_988,1.0,Celeb-synthesis
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/NeuralTextures/410_411/frame_000020.jpg,mini_410_411,1.0,Celeb-synthesis
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/Face2Face/213_083/frame_000465.jpg,mini_213_083,1.0,Celeb-synthesis
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/Deepfakes/778_798/frame_000092.jpg,mini_778_798,1.0,Celeb-synthesis
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/FaceSwap/863_853/frame_000195.jpg,mini_863_853,1.0,Celeb-synthesis
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/Face2Face/553_545/frame_000386.jpg,mini_553_545,1.0,Celeb-synthesis
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/FaceSwap/853_863/frame_000160.jpg,mini_853_863,1.0,Celeb-synthesis
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/Face2Face/210_241/frame_000208.jpg,mini_210_241,1.0,Celeb-synthesis
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/NeuralTextures/633_529/frame_000116.jpg,mini_633_529,1.0,Celeb-synthesis
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/Face2Face/596_609/frame_000318.jpg,mini_596_609,1.0,Celeb-synthesis
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/FaceSwap/698_693/frame_000085.jpg,mini_698_693,1.0,Celeb-synthesis
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/NeuralTextures/849_771/frame_000122.jpg,mini_849_771,1.0,Celeb-synthesis
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/NeuralTextures/924_917/frame_000246.jpg,mini_924_917,1.0,Celeb-synthesis
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/Deepfakes/903_792/frame_000215.jpg,mini_903_792,1.0,Celeb-synthesis
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/Face2Face/529_633/frame_000039.jpg,mini_529_633,1.0,Celeb-synthesis
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/Face2Face/124_085/frame_000092.jpg,mini_124_085,1.0,Celeb-synthesis
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/Deepfakes/246_258/frame_000439.jpg,mini_246_258,1.0,Celeb-synthesis
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/Face2Face/361_448/frame_000076.jpg,mini_361_448,1.0,Celeb-synthesis
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/Face2Face/679_665/frame_000242.jpg,mini_679_665,1.0,Celeb-synthesis
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/NeuralTextures/085_124/frame_000269.jpg,mini_085_124,1.0,Celeb-synthesis
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/Face2Face/828_830/frame_000056.jpg,mini_828_830,1.0,Celeb-synthesis
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/FaceSwap/993_989/frame_000032.jpg,mini_993_989,1.0,Celeb-synthesis
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/NeuralTextures/589_565/frame_000265.jpg,mini_589_565,1.0,Celeb-synthesis
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/FaceSwap/876_891/frame_000231.jpg,mini_876_891,1.0,Celeb-synthesis
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/Face2Face/465_482/frame_000075.jpg,mini_465_482,1.0,Celeb-synthesis
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/Face2Face/339_392/frame_000773.jpg,mini_339_392,1.0,Celeb-synthesis
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/Deepfakes/876_891/frame_000213.jpg,mini_876_891,1.0,Celeb-synthesis
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/Deepfakes/060_088/frame_000435.jpg,mini_060_088,1.0,Celeb-synthesis
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/FaceSwap/553_545/frame_000078.jpg,mini_553_545,1.0,Celeb-synthesis
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/Face2Face/716_712/frame_000116.jpg,mini_716_712,1.0,Celeb-synthesis
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/NeuralTextures/553_545/frame_000272.jpg,mini_553_545,1.0,Celeb-synthesis
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/Deepfakes/361_448/frame_000188.jpg,mini_361_448,1.0,Celeb-synthesis
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/Deepfakes/589_565/frame_000051.jpg,mini_589_565,1.0,Celeb-synthesis
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/Deepfakes/066_062/frame_000224.jpg,mini_066_062,1.0,Celeb-synthesis
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/NeuralTextures/490_534/frame_000005.jpg,mini_490_534,1.0,Celeb-synthesis
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/NeuralTextures/144_122/frame_000241.jpg,mini_144_122,1.0,Celeb-synthesis
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/Face2Face/258_246/frame_000289.jpg,mini_258_246,1.0,Celeb-synthesis
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/NeuralTextures/411_410/frame_000283.jpg,mini_411_410,1.0,Celeb-synthesis
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/Face2Face/945_044/frame_000049.jpg,mini_945_044,1.0,Celeb-synthesis
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/NeuralTextures/465_482/frame_000037.jpg,mini_465_482,1.0,Celeb-synthesis
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/Deepfakes/946_049/frame_000253.jpg,mini_946_049,1.0,Celeb-synthesis
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/NeuralTextures/339_392/frame_000327.jpg,mini_339_392,1.0,Celeb-synthesis
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/Deepfakes/087_081/frame_000148.jpg,mini_087_081,1.0,Celeb-synthesis
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/FaceSwap/920_811/frame_000253.jpg,mini_920_811,1.0,Celeb-synthesis
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/Face2Face/596_609/frame_000384.jpg,mini_596_609,1.0,Celeb-synthesis
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/NeuralTextures/213_083/frame_000308.jpg,mini_213_083,1.0,Celeb-synthesis
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/Face2Face/987_938/frame_000140.jpg,mini_987_938,1.0,Celeb-synthesis
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/FaceSwap/324_356/frame_000363.jpg,mini_324_356,1.0,Celeb-synthesis
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/NeuralTextures/883_013/frame_000326.jpg,mini_883_013,1.0,Celeb-synthesis
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/Face2Face/416_342/frame_000085.jpg,mini_416_342,1.0,Celeb-synthesis
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/Face2Face/716_712/frame_000358.jpg,mini_716_712,1.0,Celeb-synthesis
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/NeuralTextures/835_651/frame_000272.jpg,mini_835_651,1.0,Celeb-synthesis
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/FaceSwap/792_903/frame_000235.jpg,mini_792_903,1.0,Celeb-synthesis
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/FaceSwap/630_623/frame_000298.jpg,mini_630_623,1.0,Celeb-synthesis
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/Deepfakes/812_821/frame_000179.jpg,mini_812_821,1.0,Celeb-synthesis
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/FaceSwap/044_945/frame_000150.jpg,mini_044_945,1.0,Celeb-synthesis
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/Deepfakes/096_101/frame_000141.jpg,mini_096_101,1.0,Celeb-synthesis
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/Face2Face/633_529/frame_000183.jpg,mini_633_529,1.0,Celeb-synthesis
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/Deepfakes/942_943/frame_000138.jpg,mini_942_943,1.0,Celeb-synthesis
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/NeuralTextures/258_246/frame_000205.jpg,mini_258_246,1.0,Celeb-synthesis
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/NeuralTextures/247_229/frame_000005.jpg,mini_247_229,1.0,Celeb-synthesis
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/FaceSwap/130_139/frame_000245.jpg,mini_130_139,1.0,Celeb-synthesis
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/Face2Face/876_891/frame_000132.jpg,mini_876_891,1.0,Celeb-synthesis
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/FaceSwap/438_434/frame_000072.jpg,mini_438_434,1.0,Celeb-synthesis
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/NeuralTextures/981_985/frame_000256.jpg,mini_981_985,1.0,Celeb-synthesis
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/Deepfakes/812_821/frame_000063.jpg,mini_812_821,1.0,Celeb-synthesis
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/FaceSwap/599_585/frame_000245.jpg,mini_599_585,1.0,Celeb-synthesis
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/Deepfakes/147_055/frame_000502.jpg,mini_147_055,1.0,Celeb-synthesis
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/Face2Face/264_271/frame_000186.jpg,mini_264_271,1.0,Celeb-synthesis
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/Face2Face/635_642/frame_000082.jpg,mini_635_642,1.0,Celeb-synthesis
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/FaceSwap/060_088/frame_000410.jpg,mini_060_088,1.0,Celeb-synthesis
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/NeuralTextures/596_609/frame_000153.jpg,mini_596_609,1.0,Celeb-synthesis
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/Deepfakes/863_853/frame_000316.jpg,mini_863_853,1.0,Celeb-synthesis
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/Face2Face/993_989/frame_000528.jpg,mini_993_989,1.0,Celeb-synthesis
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/NeuralTextures/554_572/frame_000213.jpg,mini_554_572,1.0,Celeb-synthesis
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/FaceSwap/623_630/frame_000157.jpg,mini_623_630,1.0,Celeb-synthesis
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/Face2Face/558_583/frame_000149.jpg,mini_558_583,1.0,Celeb-synthesis
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/FaceSwap/849_771/frame_000037.jpg,mini_849_771,1.0,Celeb-synthesis
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/Face2Face/920_811/frame_000334.jpg,mini_920_811,1.0,Celeb-synthesis
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/FaceSwap/942_943/frame_000068.jpg,mini_942_943,1.0,Celeb-synthesis
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/Deepfakes/536_540/frame_000147.jpg,mini_536_540,1.0,Celeb-synthesis
